"","Truck_Name","Truck_Role","Tyre","Tyre_Type","Tyre_Coefficient"
"430","DAN 96320","Heavy","ATHS I","Asphalt",1.5
"431","DAN 96320","Heavy","ATHS I","Dirt",1.5
"432","DAN 96320","Heavy","ATHS I","Mud",1.2
"433","DAN 96320","Heavy","OHS I","Asphalt",1
"434","DAN 96320","Heavy","OHS I","Dirt",3
"435","DAN 96320","Heavy","OHS I","Mud",1.5
"436","DAN 96320","Heavy","OHS II","Asphalt",0.8
"437","DAN 96320","Heavy","OHS II","Dirt",3
"438","DAN 96320","Heavy","OHS II","Mud",1.8
"439","DAN 96320","Heavy","MHS I","Asphalt",0.5
"440","DAN 96320","Heavy","MHS I","Dirt",2
"441","DAN 96320","Heavy","MHS I","Mud",2
"442","DAN 96320","Heavy","MHS I Chains","Asphalt",1.2
"443","DAN 96320","Heavy","MHS I Chains","Dirt",3
"444","DAN 96320","Heavy","MHS I Chains","Mud",1.3
"445","DAN 96320","Heavy","DMHS I","Asphalt",0.5
"446","DAN 96320","Heavy","DMHS I","Dirt",2
"447","DAN 96320","Heavy","DMHS I","Mud",2
"448","DAN 96320","Heavy","DMHS II","Asphalt",0.5
"449","DAN 96320","Heavy","DMHS II","Dirt",2
"450","DAN 96320","Heavy","DMHS II","Mud",2
"451","DAN 96320","Heavy","DMHS III","Asphalt",0.5
"452","DAN 96320","Heavy","DMHS III","Dirt",2
"453","DAN 96320","Heavy","DMHS III","Mud",2
"454","Derry Longhorn 3194","Heavy","HMD I","Asphalt",3
"455","Derry Longhorn 3194","Heavy","HMD I","Dirt",1
"456","Derry Longhorn 3194","Heavy","HMD I","Mud",0.4
"457","Derry Longhorn 3194","Heavy","HMD II","Asphalt",3
"458","Derry Longhorn 3194","Heavy","HMD II","Dirt",1.2
"459","Derry Longhorn 3194","Heavy","HMD II","Mud",0.2
"460","Derry Longhorn 3194","Heavy","HMD III","Asphalt",3.2
"461","Derry Longhorn 3194","Heavy","HMD III","Dirt",1
"462","Derry Longhorn 3194","Heavy","HMD III","Mud",0.2
"463","Derry Longhorn 3194","Heavy","ATMD I","Asphalt",1.9
"464","Derry Longhorn 3194","Heavy","ATMD I","Dirt",1.5
"465","Derry Longhorn 3194","Heavy","ATMD I","Mud",1
"466","Derry Longhorn 3194","Heavy","ATMD II","Asphalt",1.5
"467","Derry Longhorn 3194","Heavy","ATMD II","Dirt",1.5
"468","Derry Longhorn 3194","Heavy","ATMD II","Mud",1.2
"469","Derry Longhorn 3194","Heavy","ATMD III","Asphalt",1.5
"470","Derry Longhorn 3194","Heavy","ATMD III","Dirt",1.7
"471","Derry Longhorn 3194","Heavy","ATMD III","Mud",1
"472","Derry Longhorn 3194","Heavy","OHD I","Asphalt",0.8
"473","Derry Longhorn 3194","Heavy","OHD I","Dirt",3
"474","Derry Longhorn 3194","Heavy","OHD I","Mud",1.9
"475","Derry Longhorn 3194","Heavy","OHD II","Asphalt",0.8
"476","Derry Longhorn 3194","Heavy","OHD II","Dirt",3.2
"477","Derry Longhorn 3194","Heavy","OHD II","Mud",1.5
"478","Derry Longhorn 3194","Heavy","OHD III","Asphalt",1
"479","Derry Longhorn 3194","Heavy","OHD III","Dirt",3
"480","Derry Longhorn 3194","Heavy","OHD III","Mud",1.5
"481","Derry Longhorn 3194","Heavy","OHD II Chains","Asphalt",1.2
"482","Derry Longhorn 3194","Heavy","OHD II Chains","Dirt",3
"483","Derry Longhorn 3194","Heavy","OHD II Chains","Mud",1.3
"484","Derry Longhorn 4520","Heavy","HMD I","Asphalt",3
"485","Derry Longhorn 4520","Heavy","HMD I","Dirt",1
"486","Derry Longhorn 4520","Heavy","HMD I","Mud",0.4
"487","Derry Longhorn 4520","Heavy","HMD II","Asphalt",3
"488","Derry Longhorn 4520","Heavy","HMD II","Dirt",1.2
"489","Derry Longhorn 4520","Heavy","HMD II","Mud",0.2
"490","Derry Longhorn 4520","Heavy","HMD III","Asphalt",3.2
"491","Derry Longhorn 4520","Heavy","HMD III","Dirt",1
"492","Derry Longhorn 4520","Heavy","HMD III","Mud",0.2
"493","Derry Longhorn 4520","Heavy","ATMD I","Asphalt",1.9
"494","Derry Longhorn 4520","Heavy","ATMD I","Dirt",1.5
"495","Derry Longhorn 4520","Heavy","ATMD I","Mud",1
"496","Derry Longhorn 4520","Heavy","ATMD II","Asphalt",1.5
"497","Derry Longhorn 4520","Heavy","ATMD II","Dirt",1.5
"498","Derry Longhorn 4520","Heavy","ATMD II","Mud",1.2
"499","Derry Longhorn 4520","Heavy","ATMD III","Asphalt",1.5
"500","Derry Longhorn 4520","Heavy","ATMD III","Dirt",1.7
"501","Derry Longhorn 4520","Heavy","ATMD III","Mud",1
"502","Derry Longhorn 4520","Heavy","ATHS I","Asphalt",1.5
"503","Derry Longhorn 4520","Heavy","ATHS I","Dirt",1.5
"504","Derry Longhorn 4520","Heavy","ATHS I","Mud",1.2
"505","Derry Longhorn 4520","Heavy","OHD I","Asphalt",0.8
"506","Derry Longhorn 4520","Heavy","OHD I","Dirt",3
"507","Derry Longhorn 4520","Heavy","OHD I","Mud",1.9
"508","Derry Longhorn 4520","Heavy","OHD II","Asphalt",0.8
"509","Derry Longhorn 4520","Heavy","OHD II","Dirt",3.2
"510","Derry Longhorn 4520","Heavy","OHD II","Mud",1.5
"511","Derry Longhorn 4520","Heavy","OHD III","Asphalt",1
"512","Derry Longhorn 4520","Heavy","OHD III","Dirt",3
"513","Derry Longhorn 4520","Heavy","OHD III","Mud",1.5
"514","Derry Longhorn 4520","Heavy","OHD II Chains","Asphalt",1.2
"515","Derry Longhorn 4520","Heavy","OHD II Chains","Dirt",3
"516","Derry Longhorn 4520","Heavy","OHD II Chains","Mud",1.3
"517","Derry Longhorn 4520","Heavy","OHS I","Asphalt",1
"518","Derry Longhorn 4520","Heavy","OHS I","Dirt",3
"519","Derry Longhorn 4520","Heavy","OHS I","Mud",1.5
"520","Derry Longhorn 4520","Heavy","OHS II","Asphalt",0.8
"521","Derry Longhorn 4520","Heavy","OHS II","Dirt",3
"522","Derry Longhorn 4520","Heavy","OHS II","Mud",1.8
"523","Derry Longhorn 4520","Heavy","MHS I","Asphalt",0.5
"524","Derry Longhorn 4520","Heavy","MHS I","Dirt",2
"525","Derry Longhorn 4520","Heavy","MHS I","Mud",2
"526","Derry Longhorn 4520","Heavy","MHS I Chains","Asphalt",1.2
"527","Derry Longhorn 4520","Heavy","MHS I Chains","Dirt",3
"528","Derry Longhorn 4520","Heavy","MHS I Chains","Mud",1.3
"529","Derry Longhorn 4520","Heavy","DMHS I","Asphalt",0.5
"530","Derry Longhorn 4520","Heavy","DMHS I","Dirt",2
"531","Derry Longhorn 4520","Heavy","DMHS I","Mud",2
"532","Derry Longhorn 4520","Heavy","DMHS II","Asphalt",0.5
"533","Derry Longhorn 4520","Heavy","DMHS II","Dirt",2
"534","Derry Longhorn 4520","Heavy","DMHS II","Mud",2
"535","Derry Longhorn 4520","Heavy","DMHS III","Asphalt",0.5
"536","Derry Longhorn 4520","Heavy","DMHS III","Dirt",2
"537","Derry Longhorn 4520","Heavy","DMHS III","Mud",2
"538","International Paystar 5600TS","Heavy","HMD I","Asphalt",3
"539","International Paystar 5600TS","Heavy","HMD I","Dirt",1
"540","International Paystar 5600TS","Heavy","HMD I","Mud",0.4
"541","International Paystar 5600TS","Heavy","HMD II","Asphalt",3
"542","International Paystar 5600TS","Heavy","HMD II","Dirt",1.2
"543","International Paystar 5600TS","Heavy","HMD II","Mud",0.2
"544","International Paystar 5600TS","Heavy","HMD III","Asphalt",3.2
"545","International Paystar 5600TS","Heavy","HMD III","Dirt",1
"546","International Paystar 5600TS","Heavy","HMD III","Mud",0.2
"547","International Paystar 5600TS","Heavy","ATMD I","Asphalt",1.9
"548","International Paystar 5600TS","Heavy","ATMD I","Dirt",1.5
"549","International Paystar 5600TS","Heavy","ATMD I","Mud",1
"550","International Paystar 5600TS","Heavy","ATMD II","Asphalt",1.5
"551","International Paystar 5600TS","Heavy","ATMD II","Dirt",1.5
"552","International Paystar 5600TS","Heavy","ATMD II","Mud",1.2
"553","International Paystar 5600TS","Heavy","ATMD III","Asphalt",1.5
"554","International Paystar 5600TS","Heavy","ATMD III","Dirt",1.7
"555","International Paystar 5600TS","Heavy","ATMD III","Mud",1
"556","International Paystar 5600TS","Heavy","ATHS I","Asphalt",1.5
"557","International Paystar 5600TS","Heavy","ATHS I","Dirt",1.5
"558","International Paystar 5600TS","Heavy","ATHS I","Mud",1.2
"559","International Paystar 5600TS","Heavy","OHD I","Asphalt",0.8
"560","International Paystar 5600TS","Heavy","OHD I","Dirt",3
"561","International Paystar 5600TS","Heavy","OHD I","Mud",1.9
"562","International Paystar 5600TS","Heavy","OHD II","Asphalt",0.8
"563","International Paystar 5600TS","Heavy","OHD II","Dirt",3.2
"564","International Paystar 5600TS","Heavy","OHD II","Mud",1.5
"565","International Paystar 5600TS","Heavy","OHD III","Asphalt",1
"566","International Paystar 5600TS","Heavy","OHD III","Dirt",3
"567","International Paystar 5600TS","Heavy","OHD III","Mud",1.5
"568","International Paystar 5600TS","Heavy","OHD II Chains","Asphalt",1.2
"569","International Paystar 5600TS","Heavy","OHD II Chains","Dirt",3
"570","International Paystar 5600TS","Heavy","OHD II Chains","Mud",1.3
"571","International Paystar 5600TS","Heavy","OHS I","Asphalt",1
"572","International Paystar 5600TS","Heavy","OHS I","Dirt",3
"573","International Paystar 5600TS","Heavy","OHS I","Mud",1.5
"574","International Paystar 5600TS","Heavy","OHS II","Asphalt",0.8
"575","International Paystar 5600TS","Heavy","OHS II","Dirt",3
"576","International Paystar 5600TS","Heavy","OHS II","Mud",1.8
"577","International Paystar 5600TS","Heavy","MHS I","Asphalt",0.5
"578","International Paystar 5600TS","Heavy","MHS I","Dirt",2
"579","International Paystar 5600TS","Heavy","MHS I","Mud",2
"580","International Paystar 5600TS","Heavy","MHS II","Asphalt",0.5
"581","International Paystar 5600TS","Heavy","MHS II","Dirt",2
"582","International Paystar 5600TS","Heavy","MHS II","Mud",2.4
"583","International Paystar 5600TS","Heavy","MHS III","Asphalt",0.5
"584","International Paystar 5600TS","Heavy","MHS III","Dirt",2.4
"585","International Paystar 5600TS","Heavy","MHS III","Mud",2
"586","International Paystar 5600TS","Heavy","MHS I Chains","Asphalt",1.2
"587","International Paystar 5600TS","Heavy","MHS I Chains","Dirt",3
"588","International Paystar 5600TS","Heavy","MHS I Chains","Mud",1.3
"589","International Paystar 5600TS","Heavy","DMHS I","Asphalt",0.5
"590","International Paystar 5600TS","Heavy","DMHS I","Dirt",2
"591","International Paystar 5600TS","Heavy","DMHS I","Mud",2
"592","International Paystar 5600TS","Heavy","DMHS II","Asphalt",0.5
"593","International Paystar 5600TS","Heavy","DMHS II","Dirt",2
"594","International Paystar 5600TS","Heavy","DMHS II","Mud",2
"595","International Paystar 5600TS","Heavy","DMHS III","Asphalt",0.5
"596","International Paystar 5600TS","Heavy","DMHS III","Dirt",2
"597","International Paystar 5600TS","Heavy","DMHS III","Mud",2
"598","Kirovets K-700","Heavy","MSH I","Asphalt",0.5
"599","Kirovets K-700","Heavy","MSH I","Dirt",1.7
"600","Kirovets K-700","Heavy","MSH I","Mud",3
"601","Kirovets K-700","Heavy","MSH II","Asphalt",0.5
"602","Kirovets K-700","Heavy","MSH II","Dirt",1.7
"603","Kirovets K-700","Heavy","MSH II","Mud",3.2
"604","Kirovets K-700","Heavy","MSH III","Asphalt",0.5
"605","Kirovets K-700","Heavy","MSH III","Dirt",2
"606","Kirovets K-700","Heavy","MSH III","Mud",3
"607","Kirovets K-700","Heavy","MSH IV","Asphalt",0.7
"608","Kirovets K-700","Heavy","MSH IV","Dirt",1.7
"609","Kirovets K-700","Heavy","MSH IV","Mud",3
"610","Kirovets K-700","Heavy","Tractor Tires","Asphalt",0.5
"611","Kirovets K-700","Heavy","Tractor Tires","Dirt",1.7
"612","Kirovets K-700","Heavy","Tractor Tires","Mud",3
"613","Kirovets K-7M","Heavy","MSH I","Asphalt",0.5
"614","Kirovets K-7M","Heavy","MSH I","Dirt",1.7
"615","Kirovets K-7M","Heavy","MSH I","Mud",3
"616","KOLOB 74760","Heavy","MSH I","Asphalt",0.5
"617","KOLOB 74760","Heavy","MSH I","Dirt",1.7
"618","KOLOB 74760","Heavy","MSH I","Mud",3
"619","KOLOB 74760","Heavy","MSH II","Asphalt",0.5
"620","KOLOB 74760","Heavy","MSH II","Dirt",1.7
"621","KOLOB 74760","Heavy","MSH II","Mud",3.2
"622","KOLOB 74760","Heavy","MSH III","Asphalt",0.5
"623","KOLOB 74760","Heavy","MSH III","Dirt",2
"624","KOLOB 74760","Heavy","MSH III","Mud",3
"625","KOLOB 74760","Heavy","MSH IV","Asphalt",0.7
"626","KOLOB 74760","Heavy","MSH IV","Dirt",1.7
"627","KOLOB 74760","Heavy","MSH IV","Mud",3
"628","KOLOB 74941","Heavy","MSH I","Asphalt",0.5
"629","KOLOB 74941","Heavy","MSH I","Dirt",1.7
"630","KOLOB 74941","Heavy","MSH I","Mud",3
"631","KOLOB 74941","Heavy","MSH II","Asphalt",0.5
"632","KOLOB 74941","Heavy","MSH II","Dirt",1.7
"633","KOLOB 74941","Heavy","MSH II","Mud",3.2
"634","KOLOB 74941","Heavy","MSH III","Asphalt",0.5
"635","KOLOB 74941","Heavy","MSH III","Dirt",2
"636","KOLOB 74941","Heavy","MSH III","Mud",3
"637","KOLOB 74941","Heavy","MSH IV","Asphalt",0.7
"638","KOLOB 74941","Heavy","MSH IV","Dirt",1.7
"639","KOLOB 74941","Heavy","MSH IV","Mud",3
"640","Navistar 5000-MV (PRE)","Heavy","HMD I","Asphalt",3
"641","Navistar 5000-MV (PRE)","Heavy","HMD I","Dirt",1
"642","Navistar 5000-MV (PRE)","Heavy","HMD I","Mud",0.4
"643","Navistar 5000-MV (PRE)","Heavy","HMD II","Asphalt",3
"644","Navistar 5000-MV (PRE)","Heavy","HMD II","Dirt",1.2
"645","Navistar 5000-MV (PRE)","Heavy","HMD II","Mud",0.2
"646","Navistar 5000-MV (PRE)","Heavy","HMD III","Asphalt",3.2
"647","Navistar 5000-MV (PRE)","Heavy","HMD III","Dirt",1
"648","Navistar 5000-MV (PRE)","Heavy","HMD III","Mud",0.2
"649","Navistar 5000-MV (PRE)","Heavy","ATMD I","Asphalt",1.9
"650","Navistar 5000-MV (PRE)","Heavy","ATMD I","Dirt",1.5
"651","Navistar 5000-MV (PRE)","Heavy","ATMD I","Mud",1
"652","Navistar 5000-MV (PRE)","Heavy","ATMD II","Asphalt",1.5
"653","Navistar 5000-MV (PRE)","Heavy","ATMD II","Dirt",1.5
"654","Navistar 5000-MV (PRE)","Heavy","ATMD II","Mud",1.2
"655","Navistar 5000-MV (PRE)","Heavy","ATMD III","Asphalt",1.5
"656","Navistar 5000-MV (PRE)","Heavy","ATMD III","Dirt",1.7
"657","Navistar 5000-MV (PRE)","Heavy","ATMD III","Mud",1
"658","Navistar 5000-MV (PRE)","Heavy","OHD I","Asphalt",0.8
"659","Navistar 5000-MV (PRE)","Heavy","OHD I","Dirt",3
"660","Navistar 5000-MV (PRE)","Heavy","OHD I","Mud",1.9
"661","Navistar 5000-MV (PRE)","Heavy","OHD II","Asphalt",0.8
"662","Navistar 5000-MV (PRE)","Heavy","OHD II","Dirt",3.2
"663","Navistar 5000-MV (PRE)","Heavy","OHD II","Mud",1.5
"664","Navistar 5000-MV (PRE)","Heavy","OHD III","Asphalt",1
"665","Navistar 5000-MV (PRE)","Heavy","OHD III","Dirt",3
"666","Navistar 5000-MV (PRE)","Heavy","OHD III","Mud",1.5
"667","Navistar 5000-MV (PRE)","Heavy","OHD II Chains","Asphalt",1.2
"668","Navistar 5000-MV (PRE)","Heavy","OHD II Chains","Dirt",3
"669","Navistar 5000-MV (PRE)","Heavy","OHD II Chains","Mud",1.3
"670","Pacific P12","Heavy","P12 AT","Asphalt",1.9
"671","Pacific P12","Heavy","P12 AT","Dirt",1.5
"672","Pacific P12","Heavy","P12 AT","Mud",1
"673","Pacific P12","Heavy","ATHS I","Asphalt",1.5
"674","Pacific P12","Heavy","ATHS I","Dirt",1.5
"675","Pacific P12","Heavy","ATHS I","Mud",1.2
"676","Pacific P12","Heavy","OHD I","Asphalt",0.8
"677","Pacific P12","Heavy","OHD I","Dirt",3
"678","Pacific P12","Heavy","OHD I","Mud",1.9
"679","Pacific P12","Heavy","OHD II","Asphalt",0.8
"680","Pacific P12","Heavy","OHD II","Dirt",3.2
"681","Pacific P12","Heavy","OHD II","Mud",1.5
"682","Pacific P12","Heavy","OHD III","Asphalt",1
"683","Pacific P12","Heavy","OHD III","Dirt",3
"684","Pacific P12","Heavy","OHD III","Mud",1.5
"685","Pacific P12","Heavy","OHD II Chains","Asphalt",1.2
"686","Pacific P12","Heavy","OHD II Chains","Dirt",3
"687","Pacific P12","Heavy","OHD II Chains","Mud",1.3
"688","Pacific P12","Heavy","OHS I","Asphalt",1
"689","Pacific P12","Heavy","OHS I","Dirt",3
"690","Pacific P12","Heavy","OHS I","Mud",1.5
"691","Pacific P12","Heavy","OHS II","Asphalt",0.8
"692","Pacific P12","Heavy","OHS II","Dirt",3
"693","Pacific P12","Heavy","OHS II","Mud",1.8
"694","Pacific P12","Heavy","MHS I","Asphalt",0.5
"695","Pacific P12","Heavy","MHS I","Dirt",2
"696","Pacific P12","Heavy","MHS I","Mud",2
"697","Pacific P12","Heavy","MHS I Chains","Asphalt",1.2
"698","Pacific P12","Heavy","MHS I Chains","Dirt",3
"699","Pacific P12","Heavy","MHS I Chains","Mud",1.3
"700","Pacific P12","Heavy","DMHS I","Asphalt",0.5
"701","Pacific P12","Heavy","DMHS I","Dirt",2
"702","Pacific P12","Heavy","DMHS I","Mud",2
"703","Pacific P12","Heavy","DMHS II","Asphalt",0.5
"704","Pacific P12","Heavy","DMHS II","Dirt",2
"705","Pacific P12","Heavy","DMHS II","Mud",2
"706","Pacific P12","Heavy","DMHS III","Asphalt",0.5
"707","Pacific P12","Heavy","DMHS III","Dirt",2
"708","Pacific P12","Heavy","DMHS III","Mud",2
"709","Pacific P16","Heavy","OHD I","Asphalt",0.8
"710","Pacific P16","Heavy","OHD I","Dirt",3
"711","Pacific P16","Heavy","OHD I","Mud",1.9
"712","Pacific P512 PF","Heavy","OHD I","Asphalt",0.8
"713","Pacific P512 PF","Heavy","OHD I","Dirt",3
"714","Pacific P512 PF","Heavy","OHD I","Mud",1.9
"715","Tatra FORCE T815-7","Heavy","ATHS I","Asphalt",1.5
"716","Tatra FORCE T815-7","Heavy","ATHS I","Dirt",1.5
"717","Tatra FORCE T815-7","Heavy","ATHS I","Mud",1.2
"718","Tatra FORCE T815-7","Heavy","OHS I","Asphalt",1
"719","Tatra FORCE T815-7","Heavy","OHS I","Dirt",3
"720","Tatra FORCE T815-7","Heavy","OHS I","Mud",1.5
"721","Tatra FORCE T815-7","Heavy","OHS II","Asphalt",0.8
"722","Tatra FORCE T815-7","Heavy","OHS II","Dirt",3
"723","Tatra FORCE T815-7","Heavy","OHS II","Mud",1.8
"724","Tatra FORCE T815-7","Heavy","MSH I","Asphalt",0.5
"725","Tatra FORCE T815-7","Heavy","MSH I","Dirt",1.7
"726","Tatra FORCE T815-7","Heavy","MSH I","Mud",3
"727","Tatra FORCE T815-7","Heavy","MHS I","Asphalt",0.5
"728","Tatra FORCE T815-7","Heavy","MHS I","Dirt",2
"729","Tatra FORCE T815-7","Heavy","MHS I","Mud",2
"730","Tatra FORCE T815-7","Heavy","MHS I Chains","Asphalt",1.2
"731","Tatra FORCE T815-7","Heavy","MHS I Chains","Dirt",3
"732","Tatra FORCE T815-7","Heavy","MHS I Chains","Mud",1.3
"733","Tatra FORCE T815-7","Heavy","DMHS I","Asphalt",0.5
"734","Tatra FORCE T815-7","Heavy","DMHS I","Dirt",2
"735","Tatra FORCE T815-7","Heavy","DMHS I","Mud",2
"736","Tatra FORCE T815-7","Heavy","DMHS II","Asphalt",0.5
"737","Tatra FORCE T815-7","Heavy","DMHS II","Dirt",2
"738","Tatra FORCE T815-7","Heavy","DMHS II","Mud",2
"739","Tatra FORCE T815-7","Heavy","DMHS III","Asphalt",0.5
"740","Tatra FORCE T815-7","Heavy","DMHS III","Dirt",2
"741","Tatra FORCE T815-7","Heavy","DMHS III","Mud",2
"742","Tatra T813","Heavy","ATHS I","Asphalt",1.5
"743","Tatra T813","Heavy","ATHS I","Dirt",1.5
"744","Tatra T813","Heavy","ATHS I","Mud",1.2
"745","Tatra T813","Heavy","OHS I","Asphalt",1
"746","Tatra T813","Heavy","OHS I","Dirt",3
"747","Tatra T813","Heavy","OHS I","Mud",1.5
"748","Tatra T813","Heavy","OHS II","Asphalt",0.8
"749","Tatra T813","Heavy","OHS II","Dirt",3
"750","Tatra T813","Heavy","OHS II","Mud",1.8
"751","Tatra T813","Heavy","MSH I","Asphalt",0.5
"752","Tatra T813","Heavy","MSH I","Dirt",1.7
"753","Tatra T813","Heavy","MSH I","Mud",3
"754","Tatra T813","Heavy","MHS I","Asphalt",0.5
"755","Tatra T813","Heavy","MHS I","Dirt",2
"756","Tatra T813","Heavy","MHS I","Mud",2
"757","Tatra T813","Heavy","MHS I Chains","Asphalt",1.2
"758","Tatra T813","Heavy","MHS I Chains","Dirt",3
"759","Tatra T813","Heavy","MHS I Chains","Mud",1.3
"760","Tatra T813","Heavy","DMHS I","Asphalt",0.5
"761","Tatra T813","Heavy","DMHS I","Dirt",2
"762","Tatra T813","Heavy","DMHS I","Mud",2
"763","Tatra T813","Heavy","DMHS II","Asphalt",0.5
"764","Tatra T813","Heavy","DMHS II","Dirt",2
"765","Tatra T813","Heavy","DMHS II","Mud",2
"766","Tatra T813","Heavy","DMHS III","Asphalt",0.5
"767","Tatra T813","Heavy","DMHS III","Dirt",2
"768","Tatra T813","Heavy","DMHS III","Mud",2
"769","Western Star 47X NF 1424","Heavy","UHD I","Asphalt",3
"770","Western Star 47X NF 1424","Heavy","UHD I","Dirt",1
"771","Western Star 47X NF 1424","Heavy","UHD I","Mud",0.4
"772","Western Star 47X NF 1424","Heavy","UHD II","Asphalt",3
"773","Western Star 47X NF 1424","Heavy","UHD II","Dirt",1.2
"774","Western Star 47X NF 1424","Heavy","UHD II","Mud",0.2
"775","Western Star 47X NF 1424","Heavy","UHD III","Asphalt",3.2
"776","Western Star 47X NF 1424","Heavy","UHD III","Dirt",1
"777","Western Star 47X NF 1424","Heavy","UHD III","Mud",0.2
"778","Western Star 47X NF 1424","Heavy","UAD I","Asphalt",1.9
"779","Western Star 47X NF 1424","Heavy","UAD I","Dirt",1.5
"780","Western Star 47X NF 1424","Heavy","UAD I","Mud",1
"781","Western Star 47X NF 1424","Heavy","UAD II","Asphalt",1.5
"782","Western Star 47X NF 1424","Heavy","UAD II","Dirt",1.5
"783","Western Star 47X NF 1424","Heavy","UAD II","Mud",1.2
"784","Western Star 47X NF 1424","Heavy","UAD III","Asphalt",1.5
"785","Western Star 47X NF 1424","Heavy","UAD III","Dirt",1.7
"786","Western Star 47X NF 1424","Heavy","UAD III","Mud",1
"787","Western Star 47X NF 1424","Heavy","UAD III Chains","Asphalt",1.2
"788","Western Star 47X NF 1424","Heavy","UAD III Chains","Dirt",3
"789","Western Star 47X NF 1424","Heavy","UAD III Chains","Mud",1.3
"790","Western Star 47X NF 1424","Heavy","UOD I","Asphalt",1
"791","Western Star 47X NF 1424","Heavy","UOD I","Dirt",3
"792","Western Star 47X NF 1424","Heavy","UOD I","Mud",1.5
"793","Western Star 47X NF 1424","Heavy","UOD II","Asphalt",0.8
"794","Western Star 47X NF 1424","Heavy","UOD II","Dirt",3
"795","Western Star 47X NF 1424","Heavy","UOD II","Mud",1.9
"796","Western Star 47X NF 1424","Heavy","UOD III","Asphalt",0.8
"797","Western Star 47X NF 1424","Heavy","UOD III","Dirt",3.2
"798","Western Star 47X NF 1424","Heavy","UOD III","Mud",1.5
"799","Western Star 47X NF 1430","Heavy","HMD I","Asphalt",3
"800","Western Star 47X NF 1430","Heavy","HMD I","Dirt",1
"801","Western Star 47X NF 1430","Heavy","HMD I","Mud",0.4
"802","Western Star 47X NF 1430","Heavy","HMD II","Asphalt",3
"803","Western Star 47X NF 1430","Heavy","HMD II","Dirt",1.2
"804","Western Star 47X NF 1430","Heavy","HMD II","Mud",0.2
"805","Western Star 47X NF 1430","Heavy","HMD III","Asphalt",3.2
"806","Western Star 47X NF 1430","Heavy","HMD III","Dirt",1
"807","Western Star 47X NF 1430","Heavy","HMD III","Mud",0.2
"808","Western Star 47X NF 1430","Heavy","ATMD I","Asphalt",1.9
"809","Western Star 47X NF 1430","Heavy","ATMD I","Dirt",1.5
"810","Western Star 47X NF 1430","Heavy","ATMD I","Mud",1
"811","Western Star 47X NF 1430","Heavy","ATMD II","Asphalt",1.5
"812","Western Star 47X NF 1430","Heavy","ATMD II","Dirt",1.5
"813","Western Star 47X NF 1430","Heavy","ATMD II","Mud",1.2
"814","Western Star 47X NF 1430","Heavy","ATMD III","Asphalt",1.5
"815","Western Star 47X NF 1430","Heavy","ATMD III","Dirt",1.7
"816","Western Star 47X NF 1430","Heavy","ATMD III","Mud",1
"817","Western Star 47X NF 1430","Heavy","OHD I","Asphalt",0.8
"818","Western Star 47X NF 1430","Heavy","OHD I","Dirt",3
"819","Western Star 47X NF 1430","Heavy","OHD I","Mud",1.9
"820","Western Star 47X NF 1430","Heavy","OHD II","Asphalt",0.8
"821","Western Star 47X NF 1430","Heavy","OHD II","Dirt",3.2
"822","Western Star 47X NF 1430","Heavy","OHD II","Mud",1.5
"823","Western Star 47X NF 1430","Heavy","OHD III","Asphalt",1
"824","Western Star 47X NF 1430","Heavy","OHD III","Dirt",3
"825","Western Star 47X NF 1430","Heavy","OHD III","Mud",1.5
"826","Western Star 47X NF 1430","Heavy","OHD II Chains","Asphalt",1.2
"827","Western Star 47X NF 1430","Heavy","OHD II Chains","Dirt",3
"828","Western Star 47X NF 1430","Heavy","OHD II Chains","Mud",1.3
"829","Western Star 49X","Heavy","UHD I","Asphalt",3
"830","Western Star 49X","Heavy","UHD I","Dirt",1
"831","Western Star 49X","Heavy","UHD I","Mud",0.4
"832","Western Star 49X","Heavy","UHD II","Asphalt",3
"833","Western Star 49X","Heavy","UHD II","Dirt",1.2
"834","Western Star 49X","Heavy","UHD II","Mud",0.2
"835","Western Star 49X","Heavy","UHD III","Asphalt",3.2
"836","Western Star 49X","Heavy","UHD III","Dirt",1
"837","Western Star 49X","Heavy","UHD III","Mud",0.2
"838","Western Star 49X","Heavy","UAD I","Asphalt",1.9
"839","Western Star 49X","Heavy","UAD I","Dirt",1.5
"840","Western Star 49X","Heavy","UAD I","Mud",1
"841","Western Star 49X","Heavy","UAD II","Asphalt",1.5
"842","Western Star 49X","Heavy","UAD II","Dirt",1.5
"843","Western Star 49X","Heavy","UAD II","Mud",1.2
"844","Western Star 49X","Heavy","UAD III","Asphalt",1.5
"845","Western Star 49X","Heavy","UAD III","Dirt",1.7
"846","Western Star 49X","Heavy","UAD III","Mud",1
"847","Western Star 49X","Heavy","UAD III Chains","Asphalt",1.2
"848","Western Star 49X","Heavy","UAD III Chains","Dirt",3
"849","Western Star 49X","Heavy","UAD III Chains","Mud",1.3
"850","Western Star 49X","Heavy","UOD I","Asphalt",1
"851","Western Star 49X","Heavy","UOD I","Dirt",3
"852","Western Star 49X","Heavy","UOD I","Mud",1.5
"853","Western Star 49X","Heavy","UOD II","Asphalt",0.8
"854","Western Star 49X","Heavy","UOD II","Dirt",3
"855","Western Star 49X","Heavy","UOD II","Mud",1.9
"856","Western Star 49X","Heavy","UOD III","Asphalt",0.8
"857","Western Star 49X","Heavy","UOD III","Dirt",3.2
"858","Western Star 49X","Heavy","UOD III","Mud",1.5
